region_code,share_count,hashtag_names,like_count,username,video_description,view_count,comment_count,id
US,15,"['dyslexia', 'readingteacher', 'onlinetutor', 'readingtutor', 'strugglingreader']",177,yourdyslexiacoach,Replying to @mrsgdonut dyslexia can 100% be identified and diagnosed by schools. #dyslexia #readingtutor #readingteacher #onlinetutor  #strugglingreader ,4870,29,7227607101319826731
US,17,"['dyslexia', 'readingteacher', 'phonemes', 'onlinetutor', 'strugglingreader']",155,yourdyslexiacoach,Replying to @user299312787 many teachers use this vocabulary as young as kindergarten.#phonemes #dyslexia #readingteacher #onlinetutor  #strugglingreader ,8876,3,7227601960474627371
US,0,"['question', 'homeschool', 'dyslexia', 'learntoread', 'readingtips', 'preschoolmom', 'teachingreading', 'homeschoolreading']",14,homeschooling4him,#question from @homeschooling4him  What is the hardest part about #teachingreading in your #homeschool ? #preschoolmom #learntoread #readingtips #dyslexia #homeschoolreading ,226,4,7227593993490582830
US,0,"['dyslexia', 'dsmp', 'tubbolive', 'ranboolive', 'ranbooandtubbo']",108,antiqueturtle,"It be kicking in at the worst moments, y'all #tubbolive #dyslexia #dsmp #ranboolive #ranbooandtubbo ",517,0,7227548932711271726
US,1,"['fyp', 'dyslexia']",6,just_a_short_trans_man,dumbass dyslexic lol#fyp #dyslexia ,261,0,7227543544930569514
US,11,"['dyslexia', 'readingteacher', 'onlinetutor', 'readingtutor', 'strugglingreader']",117,yourdyslexiacoach,"Sooo often, kids struggle simple because they arent being taught correctly. Orton Gillingham programs (there are many) emphasize sustematic, explicit phonics to start reading and move on to teaching syllable types so kids can decode any word #dyslexia #readingtutor #readingteacher #onlinetutor  #strugglingreader ",5267,18,7227541716159532334
US,22,"['trending', 'elementary', 'adhd', 'momlife', 'fyp', 'elementaryschool', 'dyslexia', 'dyslexiaawareness', 'momsoftiktok', 'adhdtiktok']",82,hadleebreedaines,Signs of dyslexia that I experienced with my little girl part 2 ❤️ #fyp #momsoftiktok #momlife #dyslexia #elementaryschool #elementary #trending #dyslexiaawareness #adhd #adhdtiktok ,3785,4,7227535712512445738
US,0,"['dyslexic', 'dyslexia']",80,lemon_lemonboy,….. #dyslexia #dyslexic ,594,13,7227533843161451819
US,258,"['dyslexia', 'specialeducation', 'readingproblems', 'homeschooltips']",1243,aprilmcmurtrey,Leave me your questions and I’ll do my best to answer them! #dyslexia  #readingproblems #specialeducation #homeschooltips ,34492,182,7227514145648774442
US,1,"['adhd', 'autism', 'dyslexia', 'hypnotherapy', 'psychologyfacts', 'terapiaenespañol']",17,kardashbusybeetherapylab,Exclusive Therapy only  👉🏽 https://poplme.co/hash/JLf09XuE/1/share#hypnotherapy #psychologyfacts #terapiaenespañol #autism #adhd #dyslexia ,763,1,7227507885297634603
US,2,"['funny', 'jokes', 'addiction', 'adhd', 'stutter', 'asexual', 'dyslexia', 'dyscalculia', 'dysgraphia', 'comedy']",45,juanjohndinero,I got 99 problems  #adhd #dyslexia #dysgraphia #dyscalculia #addiction #stutter #asexual #funny #jokes #comedy ,267,0,7227505038300859694
US,2,"['dyslexia', 'discalculia', 'dypraxia', 'learningspecialist']",244,desmondfambrini,Replying to @cad.nce #dyslexia #dypraxia and #discalculia oh my 😱😂💕🙈 #learningspecialist 💕💕,3616,12,7227491501700320554
US,2,"['specialed', 'teacher', 'duet', 'autism', 'ada', 'autismawareness', 'specialneeds', 'slp', 'civilrights', 'dyslexia', 'readingteacher', 'ocr', 'specialeducation', 'iep', 'cerbalpalsy', 'visionimpaired', 'speechtherapy', '504', 'earlychildhoodeducation', 'teachersoftiktok', 'teacherontiktok', 'specialneedsparenting', 'adhdmoms', 'abatherapy', 'dyslexiasquad', 'accommodations', 'specialeducationteacher', 'readingteachersrock', 'readingfluency', 'bcbasoftiktok', 'trackingdata', 'dyslexiamyths', 'lssp', 'teacher2022', 'specialeducationacademy']",71,specialeducationboss,#duet with @angelwebbrealtor #specialeducation #adhdmoms #specialeducationacademy #IEP #abatherapy #bcbasoftiktok #slp #lssp #readingteacher #readingteachersrock #specialeducationteacher #autism #speechtherapy #visionimpaired #cerbalpalsy #teacher #autismawareness #teachersoftiktok #teacherontiktok #earlychildhoodeducation #dyslexia #teacher2022 #dyslexiasquad #dyslexiamyths #ADA  #OCR #504 #civilrights #accommodations #trackingdata #readingfluency #specialed #specialneeds #specialneedsparenting,2027,3,7227297597789130026
US,1,"['specialed', 'teacher', 'autism', 'ada', 'autismawareness', 'specialneeds', 'slp', 'civilrights', 'dyslexia', 'readingteacher', 'ocr', 'specialeducation', 'iep', 'smallbusiness', 'cerbalpalsy', 'visionimpaired', 'speechtherapy', '504', 'earlychildhoodeducation', 'teachersoftiktok', 'teacherontiktok', 'specialneedsparenting', 'adhdmoms', 'abatherapy', 'dyslexiasquad', 'accommodations', 'specialeducationteacher', 'readingteachersrock', 'readingfluency', 'bcbasoftiktok', 'trackingdata', 'dyslexiamyths', 'lssp', 'teacher2022', 'specialeducationacademy']",97,specialeducationboss,#specialeducation #adhdmoms #specialeducationacademy #IEP #abatherapy #bcbasoftiktok #slp #lssp #readingteacher #readingteachersrock #specialeducationteacher #autism #speechtherapy #visionimpaired #cerbalpalsy #teacher #autismawareness #teachersoftiktok #teacherontiktok #earlychildhoodeducation #dyslexia #teacher2022 #dyslexiasquad #dyslexiamyths #ADA  #OCR #504 #civilrights #accommodations #trackingdata #readingfluency #specialed #specialneeds #specialneedsparenting #smallbusiness ,2001,12,7227296428488477994
US,0,"['angel', 'guardianangel', 'whatdotheymean', 'dyslexia', 'whynumbers', 'sendmeasign', 'scp343', 'thenumbersmason', 'guidingspirit', 'scp184767']",7,scp184767,"why numbers thou you know I'm dyslexic 343, sigh, avocados....thanks.....#scp184767 #sendmeasign #guidingspirit #angel #guardianangel #dyslexia #whynumbers #thenumbersmason #whatdotheymean #scp343 ",267,0,7227290723018788142
US,35,"['adhd', 'dyslexia', 'mentalhealthmatters', 'dyscalculia', 'neurodivergent', 'traumareaponse']",508,contemplatingwithcoffee,#mentalhealthmatters #neurodivergent #adhd #dyslexia #dyscalculia #traumareaponse ,4918,9,7227263820811750702
US,1,"['love', 'ocd', 'parenting', 'anxiety', 'adhd', 'downsyndrome', 'autism', 'asd', 'mentalhealth', 'autismawareness', 'specialneeds', 'brideandgroom', 'ptsd', 'weddingpictures', 'dyslexia', 'weddingmoments', 'mentalhealthawareness', 'adhdproblems', 'weddingideas', 'aspergers', 'adhdlife', 'adhdawareness', 'weddingphotos', 'weddingphoto', 'neurodivergent', 'adhdbrain', 'weddingphotoshoot', 'weddingphotographer', 'adhdsupport', 'adhdmom', 'weddingphotograph', 'adhdparenting', 'depression', 'add', 'adhdisreal', 'adultadhd', 'neurodiversity', 'adhdmemes', 'adhdwomen', 'weddingphotographyinspiration']",34,theearthylama,taco bell for life! #adhd #autism #mentalhealth #anxiety #adhdawareness #asd #add #adhdproblems #depression #autismawareness #adhdlife #mentalhealthawareness #neurodiversity #specialneeds #adhdsupport #dyslexia #adhdparenting #adhdbrain #neurodivergent #parenting #adhdmemes #ptsd #adhdwomen #adhdisreal #downsyndrome #aspergers #ocd #love #adultadhd #adhdmom#weddingphotographyinspiration #weddingpictures #weddingideas #weddingphotograph #weddingphotoshoot #weddingmoments #brideandgroom #weddingphotos #weddingphoto #weddingphotographer ,2290,0,7227248601444011307
US,97,"['stem', 'dizziness', 'motionsickness', 'dyslexia', 'eyetracking', 'vestibularsystem', 'mororeflex', 'toniclabyrithinereflex']",376,drjoshmadsen,Three Things That Cause MOTION SICKNESS #motionsickness #dyslexia #eyetracking #vestibularsystem #mororeflex #toniclabyrithinereflex #dizziness #stem ,31012,16,7227231607311191342
US,0,"['love', 'art', 'nature', 'california', 'beach', 'ocean', 'travel', 'night', 'sandiego', 'sea', 'photooftheday', 'instagood', 'glow', 'earth', 'ig', 'ocd', 'parenting', 'explore', 'anxiety', 'photography', 'adhd', 'downsyndrome', 'autism', 'asd', 'mentalhealth', 'autismawareness', 'specialneeds', 'ptsd', 'biology', 'dyslexia', 'mentalhealthawareness', 'naturephotography', 'adhdproblems', 'naturelovers', 'jervisbay', 'aspergers', 'adhdlife', 'adhdawareness', 'longexposure', 'bioluminescent', 'beautifuldestinations', 'travelphotography', 'redtide', 'neurodivergent', 'nightphotography', 'adhdbrain', 'adhdsupport', 'adhdmom', 'bioluminescence', 'adhdparenting', 'science', 'depression', 'add', 'adhdisreal', 'adultadhd', 'neurodiversity', 'adhdmemes', 'adhdwomen', 'bioluminescentwaves', 'getupandgokyaking']",33,theearthylama,Replying to @kel6370 such a toad trip buzzkill. Someone in a Barney costume would really cheer me up right now. 🥰 #bioluminescence #nature #bioluminescent #ocean #beach #night #getupandgokyaking  #bioluminescentwaves #photography #biology #redtide #travel #photooftheday #naturelovers #california #nightphotography #naturephotography #instagood #art #jervisbay #longexposure #sandiego #explore #ig #sea #science #beautifuldestinations #travelphotography #glow #earth#adhd #autism #mentalhealth #anxiety #adhdawareness #asd #add #adhdproblems #depression #autismawareness #adhdlife #mentalhealthawareness #neurodiversity #specialneeds #adhdsupport #dyslexia #adhdparenting #adhdbrain #neurodivergent #parenting #adhdmemes #ptsd #adhdwomen #adhdisreal #downsyndrome #aspergers #ocd #love #adultadhd #adhdmom ,574,10,7227224129232145710
US,4,"['lol', 'blooper', 'duet', 'draft', 'fyp', 'dyslexia', 'emojidance', 'massgagirls', 'liaz_army🇷🇴']",31,officially_romanian,#duet with @mariasally_ #emojidance #liaz_army🇷🇴 #massgagirls #dyslexia #fyp #lol #blooper #draft ,392,3,7227214639153564970
US,2,"['specialed', 'teacher', 'duet', 'autism', 'ada', 'autismawareness', 'specialneeds', 'slp', 'civilrights', 'dyslexia', 'readingteacher', 'ocr', 'specialeducation', 'iep', 'cerbalpalsy', 'visionimpaired', 'speechtherapy', '504', 'earlychildhoodeducation', 'teachersoftiktok', 'teacherontiktok', 'specialneedsparenting', 'adhdmoms', 'abatherapy', 'dyslexiasquad', 'accommodations', 'specialeducationteacher', 'readingteachersrock', 'readingfluency', 'bcbasoftiktok', 'trackingdata', 'dyslexiamyths', 'lssp', 'teacher2022', 'specialeducationacademy']",113,specialeducationboss,#duet with @lacibrispree04 #specialeducation #adhdmoms #specialeducationacademy #IEP #abatherapy #bcbasoftiktok #slp #lssp #readingteacher #readingteachersrock #specialeducationteacher #autism #speechtherapy #visionimpaired #cerbalpalsy #teacher #autismawareness #teachersoftiktok #teacherontiktok #earlychildhoodeducation #dyslexia #teacher2022 #dyslexiasquad #dyslexiamyths #ADA  #OCR #504 #civilrights #accommodations #trackingdata #readingfluency #specialed #specialneeds #specialneedsparenting ,3277,6,7227207336010452266
US,61,"['teach', 'homeschool', 'dyslexia', 'vowels', 'phonicssong', 'learnreading']",606,aprilmcmurtrey,Take the mystery out of those vowels! #teach #learnreading #homeschool #dyslexia #vowels #phonicssong ,14714,11,7227185897593212202
US,0,"['dyslexia', 'rickytherecruiter', 'realembarassingshit']",32,rickytherecruiter,Literally why #dyslexia #realembarassingshit #rickytherecruiter ,276,0,7227185215049911594
US,1,"['specialed', 'teacher', 'autism', 'ada', 'autismawareness', 'specialneeds', 'slp', 'civilrights', 'dyslexia', 'readingteacher', 'ocr', 'specialeducation', 'iep', 'smallbusiness', 'cerbalpalsy', 'visionimpaired', 'speechtherapy', '504', 'earlychildhoodeducation', 'teachersoftiktok', 'teacherontiktok', 'specialneedsparenting', 'adhdmoms', 'abatherapy', 'dyslexiasquad', 'accommodations', 'specialeducationteacher', 'readingteachersrock', 'readingfluency', 'bcbasoftiktok', 'trackingdata', 'dyslexiamyths', 'lssp', 'teacher2022', 'specialeducationacademy']",103,specialeducationboss,#specialeducation #adhdmoms #specialeducationacademy #IEP #abatherapy #bcbasoftiktok #slp #lssp #readingteacher #readingteachersrock #specialeducationteacher #autism #speechtherapy #visionimpaired #cerbalpalsy #teacher #autismawareness #teachersoftiktok #teacherontiktok #earlychildhoodeducation #dyslexia #teacher2022 #dyslexiasquad #dyslexiamyths #ADA  #OCR #504 #civilrights #accommodations #trackingdata #readingfluency #specialed #specialneeds #specialneedsparenting #smallbusiness ,2524,11,7227184422058085675
US,3,"['opera', 'dyslexia', 'artsong', 'neurodivergent', 'dyslexiaawareness', 'operasingersoftiktok', 'neurodivergenttiktok', 'operatok']",52,zwischensam,#operasingersoftiktok #opera #operatok #artsong #neurodivergenttiktok #neurodivergent #dyslexiaawareness #dyslexia ,366,0,7227182928554429742
US,12,"['read', 'dyslexia', 'phonics', 'teachersoftiktok', 'learnreading', 'scienceofreading', 'mcmurtreymethod']",144,aprilmcmurtrey,"If you have a struggling reader it is imperative that they receive the right kind of reading instruction. More of the same will not work! They need systematic, synthetic, explicit, code-based phonics instruction as in the Learn Reading program. #learnreading #dyslexia #scienceofreading #mcmurtreymethod #teachersoftiktok #read #phonics",4838,7,7227173931977968942
US,0,"['specialed', 'teacher', 'downsyndrome', 'autism', 'specialneeds', 'teacherlife', 'advocate', 'dhh', 'esy', 'dyslexia', 'specialeducation', 'cbi', 'occupationaltherapy', 'iep', 'inclusion', 'intellectualdisability', 'speechtherapy', 'datacollection', 'advocatelife', 'teachersoftiktok', 'paraprofessional', 'studentswithdisabilities', 'specialeducationteacher', 'adaptivepe', 'inclusionmatters', 'visionimpairment', 'specificlearningdisability', 'spedteachersoftiktok', 'selfcontainedteacher', 'communitybasedinstruction', 'iepmom', 'specialeducationadvocate']",44,iepsupport.org_,#advocatelife #teachersoftiktok #teacherlife  #specialeducationteacher #specialeducationadvocate #advocate #specialneeds #spedteachersoftiktok #teacher #iep #studentswithdisabilities #iepmom #inclusion #inclusionmatters #autism #intellectualdisability #downsyndrome #specificlearningdisability #selfcontainedteacher #specialed #specialeducation #speechtherapy #occupationaltherapy #adaptivepe #datacollection #paraprofessional #visionimpairment #DHH #dyslexia #esy #CBI #communitybasedinstruction ,947,1,7227165608914259242
US,0,"['lego', 'adhd', 'fyp', 'dyslexia', 'legotiktoker']",54,wastelandwabbit,spiders!!!!#fyp #lego #legotiktoker #dyslexia #adhd ,672,3,7227161736170720558
US,1,"['themoreyouknow', 'dyslexia', 'iloveteaching', 'teachersoftiktok', 'edutok', 'fypシ', 'scienceofreading', 'structuredliteracy']",5,lauralovesteaching,I didnt want this week to end!!  Thank you edWeb! #iloveteaching #scienceofreading #structuredliteracy #fypシ #teachersoftiktok #edutok #dyslexia #themoreyouknow ,440,3,7227156251602357546
US,17,"['adhd', 'autism', 'dyslexia', 'neurodivergent', 'jkevinparker']",496,jkevinparker,Working from home has been a HUGE blessing for this #neurodivergent guy. #autism #ADHD #dyslexia #jkevinparker,5620,18,7227149905779805486
US,1,"['adhd', 'autism', 'dyslexia', 'specialneedskids', 'dyscalculia', 'specialneedschildren', 'neurodivergent', 'learningdifficulties']",0,spedresource,Kids Enjoy This Learning!  . #specialneedschildren #learningdifficulties #adhd #autism #neurodivergent #specialneedskids #dyslexia #dyscalculia,118,0,7227122631131254062
US,6,"['specialed', 'teacher', 'duet', 'downsyndrome', 'autism', 'specialneeds', 'teacherlife', 'advocate', 'dhh', 'esy', 'dyslexia', 'specialeducation', 'occupationaltherapy', 'iep', 'inclusion', 'intellectualdisability', 'speechtherapy', 'datacollection', 'advocatelife', 'teachersoftiktok', 'paraprofessional', 'studentswithdisabilities', 'specialeducationteacher', 'adaptivepe', 'inclusionmatters', 'visionimpairment', 'specificlearningdisability', 'spedteachersoftiktok', 'selfcontainedteacher', 'iepmom', 'specialeducationadvocate', 'schoolboard📚🧮✂️📐']",84,iepsupport.org_,#duet with @mxrentfree #schoolboard📚🧮✂️📐 #advocatelife #teachersoftiktok #teacherlife  #specialeducationteacher #specialeducationadvocate #advocate #specialneeds #spedteachersoftiktok #teacher #iep #studentswithdisabilities #iepmom #inclusion #inclusionmatters #autism #intellectualdisability #downsyndrome #specificlearningdisability #selfcontainedteacher #specialed #specialeducation #speechtherapy #occupationaltherapy #adaptivepe #datacollection #paraprofessional #visionimpairment #DHH #dyslexia #esy ,1565,7,7227118528313183534
US,0,"['education', 'dyslexia', 'inclusion', 'rightsofchildren', 'learningdifferences', 'advocateforyourkids', 'podcastingwithpurpose', 'thekandidshoppodcast🎙', 'differentbutable', 'kandidshoppodcast']",0,thekandidshoppodcast,"🚨NEW EPISODE ALERT🚨 If you're the parent of a child with learning differences this chat with Author, Certified Grief Support Specialist, Educational Therapist, and CEO/Founder of Beautiful Minds LLC, Choyce Simmons ! Click here to listen to the full episode: 👉🏾https://www.thekandidshop.com/s3e71 There are many types of learning disabilities, including dyslexia (phonological and visual), dysgraphia, dyscalculia, auditory processing disorders, language processing disorders (verbal and non-verbal), and more, but no matter what the difference is it's important to educate children in a way that works for them so that they can be the best versions of themselves in the future.  . . #LearningDifferences #Dyslexia #Education #Inclusion #RightsOfChildren #Differentbutable #kandidshoppodcast #podcastingwithpurpose  #advocateforyourkids #thekandidshoppodcast🎙 ",44,0,7227094847373511978
US,4,"['mycat', 'teacher', 'adhd', 'pov', 'tutor', 'dyslexia', 'catassistant', 'teachersoftiktok', 'catsonzoom', 'neurodivergenttiktok', 'readingtutor']",51,itsemilyaw,they're helping 🥺😡😘 .  #pov #mycat #catsonzoom #teacher #teachersoftiktok #tutor #readingtutor #dyslexia #adhd #neurodivergenttiktok #catassistant ,436,2,7227086787028553002
US,0,"['school', 'college', 'stitch', 'teen', 'highschool', 'middleschool', 'parenting', 'teenager', 'adolescence', 'schoollife', 'adhd', 'education', 'routines', 'asd', 'fyp', 'responsibility', 'student', 'communication', 'dyslexia', 'educator', 'selfdiscipline', 'executivedysfunction', 'add', 'executivefunction', 'educatorsoftiktok', 'executivefunctioncoaching', 'executivefunctionskills', 'efcoach', 'executivedysfunctiondisorder']",48,super_in_7th,#stitch with @boldfam  Simple routines for communication can go a long way. #fyp #middleschool #highschool #college #ADD #ADHD #ASD #dyslexia #teenager #teen #adolescence #education #educator #educatorsoftiktok  #school #schoollife #efcoach #executivedysfunction #executivedysfunctiondisorder #executivefunction #executivefunctionskills #executivefunctioncoaching #routines #selfdiscipline #responsibility #parenting #student #communication ,337,4,7227069918578052394
US,3,"['relatable', 'dyslexia', 'foryoupage', 'adhdtiktok']",102,lonely_muffin,#dyslexia #relatable #adhdtiktok #foryoupage  it is what it is ,549,3,7226963578287574318
US,0,"['dyslexia', 'savethedates', 'fundraisingcampaign', 'centrecountypa', 'rolloit', 'centregives', 'nonprofitbehindthescenes']",18,dyslexiareadingcenter,"A little #nonprofitbehindthescenes as we continue to get prepped for #CentreGives. If you’d like to support our little nonprofit, #savethedates for May 10th & 11th! #dyslexia #centrecountypa #fundraisingcampaign #rolloit ",412,0,7226961879703260462
US,0,"['dyslexic', 'dyslexia', 'audiobook', 'dyslexiaawareness', 'dyslexiaproblems', 'dyslexiasquad', 'dyslexiatiktok', 'audiobookrecs', 'audiobooktok', 'kidsbooktok', 'dyslexiapov']",3,hackingthecode,At the mercy of a school psychologist…. #dyslexiaproblems #dyslexia #dyslexiasquad #dyslexiatiktok #dyslexiaawareness #dyslexiapov #kidsbooktok #audiobooktok #audiobook #audiobookrecs #dyslexic #,182,0,7226941695156374826
US,7,"['specialed', 'teacher', 'autism', 'ada', 'autismawareness', 'specialneeds', 'slp', 'civilrights', 'dyslexia', 'readingteacher', 'ocr', 'specialeducation', 'iep', 'smallbusiness', 'cerbalpalsy', 'visionimpaired', 'speechtherapy', '504', 'earlychildhoodeducation', 'teachersoftiktok', 'teacherontiktok', 'specialneedsparenting', 'adhdmoms', 'abatherapy', 'dyslexiasquad', 'accommodations', 'specialeducationteacher', 'readingteachersrock', 'readingfluency', 'bcbasoftiktok', 'trackingdata', 'dyslexiamyths', 'lssp', 'teacher2022', 'specialeducationacademy']",102,specialeducationboss,#specialeducation #adhdmoms #specialeducationacademy #IEP #abatherapy #bcbasoftiktok #slp #lssp #readingteacher #readingteachersrock #specialeducationteacher #autism #speechtherapy #visionimpaired #cerbalpalsy #teacher #autismawareness #teachersoftiktok #teacherontiktok #earlychildhoodeducation #dyslexia #teacher2022 #dyslexiasquad #dyslexiamyths #ADA  #OCR #504 #civilrights #accommodations #trackingdata #readingfluency #specialed #specialneeds #specialneedsparenting #smallbusiness ,2542,6,7226941261666733355
US,0,"['dyslexia', 'audiobook', 'dyslexiaawareness', 'dyslexiaproblems', 'dyslexiasquad', 'dyslexiatiktok', 'audiobookrecs', 'audiobooktok', 'kidsbooktok', 'childrensbooktok', 'dyslexiapov']",2,hackingthecode,Psych ed teating feels like … #dyslexiaproblems #dyslexia #dyslexiasquad #dyslexiatiktok #dyslexiaawareness #dyslexiapov #kidsbooktok #audiobooktok #audiobook #audiobookrecs #childrensbooktok ,122,0,7226937366718450987
US,0,"['dyslexia', 'spellingtest', 'audiobook', 'dyslexiaawareness', 'dyslexiaproblems', 'dyslexiasquad', 'dyslexiatiktok', 'audiobookrecs', 'audiobooktok', 'kidsbooktok', 'dyslexiapov']",4,hackingthecode,"It’s a spelling test, not a drawing test. #dyslexiaproblems #spellingtest #dyslexia #dyslexiasquad #dyslexiatiktok #dyslexiaawareness #dyslexiapov #kidsbooktok #audiobooktok #audiobook #audiobookrecs ",150,0,7226936387319303470
US,0,"['lego', 'adhd', 'fyp', 'dyslexia', 'legotiktoker']",98,wastelandwabbit,Replying to @obiwankenobricks #fyp #lego #legotiktoker #dyslexia #adhd ,821,10,7226895276458511658
US,6,"['dyslexia', 'dyslexiamyths']",64,hopebraincenter_,"Can we help with Dyslexia? 📚 #dyslexiamyths #dyslexia how to help dyslexia, dyslexia solutions",2794,1,7226893371401375022
US,4,"['water', 'waffles', 'wand', 'dyslexia', 'phonics', 'iloveteaching', 'teachersoftiktok', 'edutok', 'fypシ', 'ortongillingham', 'structuredliteracy']",31,lauralovesteaching,Let’s have a deep conversation about WA! It never quite sounds like WAg or WAit. #iloveteaching #teachersoftiktok #phonics #ortongillingham #structuredliteracy #dyslexia #edutok #fypシ #waffles #wand #water ,1163,0,7226887140649635118
US,2,"['apple', 'iphone', 'adhd', 'ipad', 'education', 'students', 'sped', 'dyslexia', 'specialeducation', 'iphonetricks', 'assistivetechnology']",20,techforalllearners,Have the iphone and ipad read to you. #apple #education #dyslexia #assistivetechnology #students #iphonetricks #ipad #iphone #adhd #sped #specialeducation ,1511,0,7226881418666954030
US,47,"['dyslexia', 'readingteacher', 'onlinetutor', 'readingtutor', 'strugglingreader']",358,yourdyslexiacoach,"You can use the activities others have made, for free, or make your own for a few dollars a month. I use this every single lesson tutoring, my dyslexic and struggling readers. #dyslexia #readingtutor #readingteacher #onlinetutor  #strugglingreader ",8571,14,7226878951728319790
US,17,"['adhd', 'dyslexia', 'learningdisability', 'balanceissues', 'stnr', 'eyetracking', 'atnr', 'primitivereflexes']",95,drjoshmadsen,Overcoming Learning and Attention Issues By Getting Rid of Primitive Reflexes #learningdisability #primitivereflexes #atnr #stnr #eyetracking #balanceissues #dyslexia #adhd ,3229,11,7226875291942538542
US,0,"['tutor', 'dyslexia', 'smallbusinesscheck', 'enterperneur', 'dyslexiatherapy']",5,dyslexiatherapy,Outcome is the greatest measure of success #dyslexiatherapy #smallbusinesscheck #dyslexia #enterperneur #tutor ,249,0,7226855335145868587
US,3,"['dyslexia', 'readingteacher', 'iep', 'onlinetutor', 'iepadvocate', 'dyslexiaadvocate', 'readingtutor', 'strugglingreader']",47,yourdyslexiacoach,"Replying to @voltron1980 believe it or not, this is covered by the federal IDEA law. You can Google about how to request an assessment or I have a product that will walk you through step-by-step. #dyslexia #readingtutor #readingteacher #onlinetutor  #strugglingreader #iep #iepadvocate #dyslexia #dyslexiaadvocate",2827,5,7226854575045709098
US,0,"['future', 'work', 'people', 'myfuture', 'jobs', 'dyslexic', 'dyslexia', 'yourfuture', 'coaching', 'neurodiversity', 'aspika', 'dyslexicthinking']",2,aspikaorganization_2021,"ASPIKA welcomes Kirsty Heap Friday, April 28th Register at Aspika.com Talks  I was seven years old when I was diagnosed with #Dyslexia, and it impacted my life in different ways both positive and negative. I found school very frustrating and had to spend a lot of extra time doing homework to make sure I achieved the grades I wanted. However, I did learn that my determination and resilience levels are high and that I don’t like being told that I can’t or won’t achieve something!  Looking back now I can see that I hid behind my dyslexia and I let my dyslexia define me in some ways. For example, I didn’t apply for certain jobs or didn’t think I’d be capable of undertaking certain roles because of it. I didn’t understand my dyslexia, I didn’t see its benefits until I was in my 30’s.  I did my master’s degree in Management with Human Resources in my early 30s whilst working and bringing up my children. This was a three-year process, which was not only challenging but extremely hard work! This was a turning point in my life when I realized, I controlled my future and that my dyslexia does not define me. I am in charge of what I achieve, do or become.  I enjoy working with people which is why I moved into coaching. I found that I have the ability to see the bigger picture, adapt to different situations and communicate well with people. When I asked friends what words they would use to describe me they said, happy, positive, determined, resilient, motivating, great listener, supportive, reliable, helpful, like to have a laugh, wild imagination, kind and caring to name just a few. #aspika #neurodiversity #dyslexia #dyslexicthinking #dyslexic #people #jobs #future #coaching #work #myfuture #yourfuture",55,0,7226854545366863147
US,0,"['love', 'nature', 'pets', 'ocd', 'parenting', 'anxiety', 'countrylife', 'adhd', 'farm', 'chicks', 'downsyndrome', 'autism', 'babychicks', 'countryliving', 'asd', 'mentalhealth', 'autismawareness', 'specialneeds', 'ptsd', 'chickenlover', 'dyslexia', 'homesteading', 'mypetchicken', 'mentalhealthawareness', 'lovemychickens', 'adhdproblems', 'freerange', 'aspergers', 'ilovemychickens', 'fresheggsdaily', 'adhdlife', 'hobbyfarm', 'adhdawareness', 'silkies', 'chickenmom', 'silkiechicken', 'neurodivergent', 'farmfresheggs', 'adhdbrain', 'adhdsupport', 'adhdmom', 'raisingchickens', 'hner', 'adhdparenting', 'depression', 'add', 'adhdisreal', 'adultadhd', 'neurodiversity', 'backyardhens', 'adhdmemes', 'backyardchicken', 'chickenkeeping', 'urbanchickens', 'adhdwomen', 'backyardpoultrymag', 'henstagram', 'backyardchooks', 'chickensofinsta', 'chooksofinstagram']",16,theearthylama,Let me know what u want to see more of! #adhd #autism #mentalhealth #anxiety #adhdawareness #asd #add #adhdproblems #depression #autismawareness #adhdlife #mentalhealthawareness #neurodiversity #specialneeds #adhdsupport #dyslexia #adhdparenting #adhdbrain #neurodivergent #parenting #adhdmemes #ptsd #adhdwomen #adhdisreal #downsyndrome #aspergers #ocd #love #adultadhd #adhdmom#farm #chickenkeeping #chicks #freerange #raisingchickens #homesteading #backyardhens #urbanchickens #backyardpoultrymag #chooksofinstagram #lovemychickens #hner #ilovemychickens #babychicks #chickenmom #pets #mypetchicken #hobbyfarm #countrylife #silkiechicken #fresheggsdaily #chickenlover #backyardchicken #farmfresheggs #silkies #countryliving #chickensofinsta #henstagram #backyardchooks #nature ,177,6,7226834443799940395
US,1,"['fyp', 'dyslexia', 'literacy', 'dyslexiaawareness', 'readacademy', 'teachertok', 'scienceofreading']",5,readacademysac,Dyslexia and speech recognition #dyslexia #scienceofreading #dyslexiaawareness #literacy #teachertok #fyp #readacademy ,144,1,7226828704121457963
US,2,"['adhd', 'dyslexic', 'dyslexia', 'nurodivergent', 'adhdtiktoker', 'adhdinwomen', 'adhdlatediagnosis', 'nurospicy']",44,adriannekendalmarie,My History Recap in under a minute - grab some Pop corn! Its a bit kuch! 🍿 #adhdtiktoker #dyslexia #dyslexic #adhd #adhdinwomen #adhdlatediagnosis #nurodivergent #nurospicy ,258,4,7226816888226204974
